,image,xmin,ymin,xmax,ymax,label
0,ffe5f835bb62fed4.jpg,0.0,0.0,1023.0,759.0,Doughnut
1,0ARYM.jpg,46.2881778649386,84.4957500213165,165.570323158254,215.330056808492,patties
2,08b4443cc5b6f005.jpg,399.0,411.0,615.0,619.0,Doughnut
3,0HFRT.jpg,271.957217769441,173.420097736187,486.074074863574,339.448022361016,samosa
4,1cf001dba99976bd.jpg,139.0,188.0,417.0,480.0,Doughnut
5,73cdd6edf2ff5e5d.jpg,391.0,423.0,644.0,667.0,Doughnut
6,0DAK3.jpg,222.256288369713,155.066848567531,401.716895463847,320.910867688438,cup_cake
7,1578975387.887355_0052_3.jpg,231.320863309352,258.578417266187,344.034532374101,397.076258992806,egg
8,80ebc33fc56304e2.jpg,440.0,0.0,1023.0,533.0,Hamburger
9,0FDGQ.jpg,112.914265006821,279.538255137278,290.225635231924,448.25272051927,samosa
10,0CVVU.jpg,131.988680934516,31.0336880755457,280.822753240109,148.166644461971,cup_cake
11,0AO9P.jpg,77.4519952251023,151.927792995396,232.465104877217,308.821487572476,patties
12,1573012822.445001_0755_3.jpg,294.676258992806,103.136690647482,393.392805755396,212.903597122302,egg
13,371062cfe98dfb8a.jpg,214.0,471.0,557.0,768.0,Doughnut
14,0A627.jpg,130.10809600955,179.06180987807,331.866963676671,347.238907422408,roll
15,33f3ac9704c4ef37.jpg,376.0,362.0,765.0,767.0,Sandwich
16,523ebcd5942b1a10.jpg,161.0,114.0,569.0,359.0,Sandwich
17,af4462d176b72a53.jpg,82.0,557.0,519.0,959.0,Doughnut
18,0CKCN.jpg,148.10784021146,260.463860526091,328.911770975443,385.925085798943,samosa
19,07b0ad7c61476372.jpg,403.0,547.0,902.0,1022.0,Sandwich
20,3721c21862d4a0d9.jpg,123.0,17.0,965.0,648.0,Hamburger
21,c040e4e7a955832d.jpg,0.0,0.0,1023.0,598.0,Hamburger
22,1d12f1f6ddf435d7.jpg,152.0,180.0,834.0,872.0,Doughnut
23,cutlet_155.jpg,242.15446536161,395.11921148053,402.022547512997,539.187817827253,cutlet
24,0C8WC.jpg,243.211267905866,55.4811535428035,442.820877387449,198.404877749829,patties
25,1578975387.887355_0098_3.jpg,101.663309352518,234.267625899281,226.90071942446,354.348201438849,egg
26,7ddab977ede4271a.jpg,643.0,36.0,915.0,321.0,Doughnut
27,0C3AD.jpg,175.241921043656,230.643302886255,436.910491984993,493.923806808493,fish_bun
28,sri%20lankan%20patis_131.jpg,510.471985191292,63.0035802886242,687.150247612488,235.099274042084,patties
29,0eeb9c5f160277ca.jpg,92.0,81.0,767.0,1023.0,Hamburger
30,c7a2d4009350d2c6.jpg,606.0,323.0,1023.0,604.0,Sandwich
31,sandwich_112.jpg,337.798286617763,117.244072258922,844.603403760856,482.977696572581,Sandwich
32,0ED23.jpg,104.586012107776,216.67331652882,407.089934345157,422.193290096351,Sandwich
33,17bca84b16f23bb1.jpg,383.0,58.0,1023.0,734.0,Hamburger
34,5c7b83f34706618e.jpg,704.0,54.0,1023.0,368.0,Doughnut
35,0DBDN.jpg,264.166247442019,196.792923452422,422.671875,342.134541801671,cup_cake
36,1578975387.887355_0036_3.jpg,170.175539568345,211.430215827338,288.046043165468,324.880575539568,egg
37,cf1f24807a1c5dac.jpg,0.0,0.0,962.0,928.0,Sandwich
38,1578976328.983514_0096_3.jpg,95.0330935251799,263.735251798561,208.48345323741,410.336690647482,egg
39,1578975387.887355_0072_3.jpg,129.657553956835,159.861870503597,258.578417266187,269.628776978417,egg
40,1573012822.445001_0200_3.jpg,154.336690647482,95.0330935251799,257.473381294964,204.063309352518,egg
41,sri%20lankan%20patis_160.jpg,253.141582453656,1249.93684543334,1009.4752590757,1924.82826513938,patties
42,4daf8bb63207ea8a.jpg,448.0,177.0,853.0,682.0,Sandwich
43,1578976328.983514_0081_3.jpg,35.3611510791367,58.9352517985612,159.125179856115,162.808633093525,egg
44,b67a7aa1c113c863.jpg,186.0,267.0,721.0,536.0,Sandwich
45,bc8abef22dee9858.jpg,254.0,314.0,539.0,538.0,Doughnut
46,96d3b3fc5da13824.jpg,6.0,0.0,1023.0,761.0,Hamburger
47,0AW31.jpg,189.480538028649,99.2717028692019,345.299646145975,246.762526112722,Doughnut
48,0FCI3.jpg,186.525302694407,37.7500239810709,418.373401261937,230.911954830321,Hamburger
49,00c179c6cda9b2d9.jpg,239.0,103.0,502.0,342.0,Sandwich
50,0HV3C.jpg,138.70500085266,76.8349249658936,275.181041098226,184.972195280525,cutlet
51,1573012822.445001_0680_3.jpg,260.051798561151,39.7812949640288,344.034532374101,153.968345323741,egg
52,00c179c6cda9b2d9.jpg,318.0,126.0,595.0,411.0,Sandwich
53,sri%20lankan%20patis_142.jpg,3.97982923850792,175.398513741903,161.560547937508,439.185915053135,patties
54,1578975387.887355_0064_3.jpg,329.30071942446,215.113669064748,456.748201438849,328.564028776978,egg
55,136431abf608659d.jpg,448.0,365.0,764.0,603.0,Hamburger
56,0BSTY.jpg,273.837760061392,69.849931787176,420.147339699864,180.67374285897,cup_cake
57,36b3752a0906d3c0.jpg,404.0,222.0,1023.0,669.0,Doughnut
58,1573012822.445001_0695_3.jpg,289.519424460432,115.660431654676,400.759712230216,204.8,egg
59,0B9NP.jpg,237.300882503411,153.808377920362,361.687478683492,276.58306243605,cutlet
60,0A8SN.jpg,34.1987764324693,150.853185219134,217.420468110505,290.553048793486,samosa
61,1573012822.445001_0807_3.jpg,233.530935251799,268.892086330935,332.98417266187,393.392805755396,egg
62,1578975387.887355_0041_3.jpg,106.08345323741,294.676258992806,222.480575539568,441.277697841727,egg
63,0DDTZ.jpg,184.376129774898,60.3169258398704,425.627067701228,208.882367517906,pastry
64,0FXBD.jpg,69.9296981582538,195.181033104536,306.882183663029,388.611605239598,fish_bun
65,1cf001dba99976bd.jpg,426.0,185.0,708.0,494.0,Doughnut
66,0EC26.jpg,242.673964017735,214.792731603854,480.432277455662,444.491508036323,Hamburger
67,0CKL9.jpg,59.4522083901774,140.107043506992,259.599143076398,334.880875362381,fish_bun
68,c8bd40d444c841ae.jpg,198.0,344.0,767.0,822.0,Sandwich
69,77274e8db38f5727.jpg,757.0,412.0,865.0,468.0,Hamburger
70,0dfb28f43cd622b6.jpg,85.0,440.0,598.0,899.0,Doughnut
71,1573012822.445001_0035_3.jpg,110.871942446043,107.556834532374,219.165467625899,203.326618705036,egg
72,sri%20lankan%20patis_124.jpg,106.263551026501,288.491044818623,267.529052512227,400.0,patties
73,1573012822.445001_0300_3.jpg,88.7712230215827,192.276258992806,194.117985611511,296.886330935252,egg
74,1567668035.387374_0446_2.jpg,241.697841726619,58.0287769784173,342.848920863309,141.611510791367,egg
75,hamburger_166.jpg,325.662964200258,293.712779899899,484.913637335596,450.077564296748,Hamburger
76,0D3PC.jpg,194.584946282401,257.240015880798,454.910278819918,472.96882727234,Doughnut
77,0D0KT.jpg,147.033275068213,289.747092961289,428.529331514325,420.044031910812,roll
78,938e973ab33467e1.jpg,132.0,771.0,215.0,838.0,Doughnut
79,0a40dd9c08abcd9e.jpg,547.0,295.0,717.0,421.0,Doughnut
80,3dbe054aa24c949e.jpg,0.0,0.0,1023.0,673.0,Sandwich
81,0H9KR.jpg,42.2583773874488,13.0338959114939,384.791716405184,186.046803056787,Sandwich
82,20e7f98da22c5b78.jpg,552.0,431.0,874.0,742.0,Doughnut
83,b41ee1dd4ee9cdd6.jpg,287.0,117.0,793.0,449.0,Sandwich
84,d534c781d1e0c173.jpg,0.0,0.0,728.0,527.0,Hamburger
85,0BNJ1.jpg,291.031612380628,134.733972650921,490.909767223738,298.881323009038,fish_bun
86,8fc60b3ae7e03ba0.jpg,346.0,637.0,407.0,675.0,Doughnut
87,1573012822.445001_0071_3.jpg,299.83309352518,300.569784172662,425.807194244604,401.496402877698,egg
